methaemoglobin
pH: 7.0-7.4
>>>>>Begin Spectral Data<<<<<
1000	0.68
980	0.67
960	0.66
940	0.64
920	0.61
900	0.57
880	0.52
860	0.49
840	0.45
820	0.40
800	0.36
780	0.28
760	0.24
740	0.20
720	0.17
700	0.15
690	0.13
680	0.18
660	0.81
640	3.18
630	3.70
610	3.08
608	3.06
580	4.12
560	4.40
540	7.14
520	7.99
500	9.04
480	8.07
476	8.04
460	9.06
450	9.95
440	15.5
430	31.5
420	63.5
410	147.5
406	162
400	131.5
390	84.5
