Time,PU
58808.06,137.35
58809.66,137.88
58811.26,138.51
58812.86,139.12
58814.46,139.53
58816.06,139.61
58817.66,139.29
58819.26,138.59
58820.86,137.63
58822.46,136.63
58824.06,135.83
58825.66,135.45
58827.26,135.67
58828.86,136.53
58830.46,137.93
58832.06,139.67
58833.66,141.45
58835.26,142.93
58836.86,143.82
58838.46,143.91
58840.06,143.14
58841.66,141.57
58843.26,139.41
58844.86,136.95
58846.46,134.51
58848.06,132.41
58849.66,130.88
58851.26,130.10
58852.86,130.11
58854.46,130.85
58856.06,132.22
58857.66,134.02
58859.26,136.08
58860.86,138.19
58862.46,140.18
58864.06,141.90
58865.66,143.23
58867.26,144.09
58868.86,144.41
58870.46,144.20
58872.06,143.51
58873.66,142.44
58875.26,141.16
58876.86,139.91
58878.46,138.93
58880.06,138.48
58881.66,138.75
58883.26,139.87
58884.86,141.83
58886.46,144.51
58888.06,147.63
58889.66,150.87
58891.26,153.81
58892.86,156.08
58894.46,157.39
58896.06,157.55
58897.66,156.54
58899.26,154.50
58900.86,151.70
58902.46,148.48
58904.06,145.24
58905.65,142.34
58907.25,140.05
58908.86,138.54
58910.46,137.83
58912.06,137.85
58913.65,138.39
58915.25,139.22
58916.86,140.09
58918.46,140.77
58920.06,141.11
58921.65,141.03
58923.25,140.57
58924.85,139.81
58926.45,138.93
58928.05,138.09
58929.65,137.49
58931.25,137.24
58932.85,137.44
58934.45,138.09
58936.05,139.12
58937.65,140.41
58939.25,141.79
58940.85,143.08
58942.45,144.08
58944.05,144.64
58945.65,144.64
58947.25,144.03
58948.85,142.79
58950.45,141.01
58952.05,138.80
58953.65,136.37
58955.25,133.93
58956.85,131.74
58958.45,130.06
58960.05,129.13
58961.65,129.11
58963.25,130.10
58964.85,132.08
58966.45,134.89
58968.05,138.29
58969.65,141.92
58971.25,145.38
58972.85,148.27
58974.45,150.21
58976.05,150.98
58977.65,150.47
58979.25,148.74
58980.85,146.02
58982.45,142.64
58984.05,139.04
58985.65,135.63
58987.25,132.77
58988.85,130.70
58990.45,129.51
58992.05,129.15
58993.65,129.41
58995.25,130.05
58996.85,130.76
58998.45,131.29
59000.05,131.51
59001.65,131.35
59003.25,130.89
59004.85,130.30
59006.45,129.77
59008.05,129.50
59009.65,129.67
59011.25,130.35
59012.85,131.55
59014.45,133.20
59016.05,135.20
59017.65,137.39
59019.25,139.64
59020.85,141.85
59022.45,143.91
59024.05,145.76
59025.65,147.35
59027.25,148.62
59028.85,149.49
59030.45,149.90
59032.05,149.78
59033.65,149.10
59035.25,147.86
59036.85,146.14
59038.45,144.09
59040.05,141.95
59041.65,139.98
59043.25,138.47
59044.85,137.68
59046.45,137.79
59048.05,138.88
59049.65,140.89
59051.25,143.61
59052.85,146.73
59054.45,149.84
59056.05,152.53
59057.65,154.42
59059.25,155.24
59060.85,154.84
59062.45,153.28
59064.05,150.74
59065.65,147.56
59067.25,144.16
59068.85,140.94
59070.45,138.28
59072.05,136.44
59073.65,135.55
59075.25,135.62
59076.85,136.51
59078.45,138.03
59080.05,139.96
59081.65,142.07
59083.25,144.19
59084.85,146.24
59086.45,148.18
59088.05,150.05
59089.65,151.91
59091.25,153.81
59092.85,155.79
59094.45,157.83
59096.05,159.88
59097.65,161.82
59099.25,163.52
59100.85,164.85
59102.45,165.69
59104.05,166.00
59105.65,165.82
59107.25,165.24
59108.85,164.48
59110.45,163.79
59112.05,163.45
59113.64,163.73
59115.25,164.85
59116.85,166.95
59118.44,170.01
59120.04,173.90
59121.64,178.35
59123.25,183.00
59124.85,187.42
59126.44,191.18
59128.04,193.95
59129.64,195.46
59131.25,195.64
59132.85,194.53
59134.44,192.36
59136.04,189.41
59137.64,186.06
59139.24,182.64
59140.84,179.43
59142.44,176.60
59144.04,174.22
59145.64,172.24
59147.24,170.51
59148.84,168.87
59150.44,167.17
59152.04,165.28
59153.64,163.17
59155.24,160.91
59156.84,158.62
59158.44,156.52
59160.04,154.82
59161.64,153.74
59163.24,153.43
59164.84,153.95
59166.44,155.26
59168.04,157.23
59169.64,159.62
59171.24,162.13
59172.84,164.46
59174.44,166.34
59176.04,167.55
59177.64,168.00
59179.24,167.68
59180.84,166.71
59182.44,165.32
59184.04,163.75
59185.64,162.25
59187.24,161.07
59188.84,160.32
59190.44,160.08
59192.04,160.30
59193.64,160.87
59195.24,161.63
59196.84,162.41
59198.44,163.08
59200.04,163.56
59201.64,163.82
59203.24,163.91
59204.84,163.88
59206.44,163.81
59208.04,163.76
59209.64,163.76
59211.24,163.77
59212.84,163.74
59214.44,163.56
59216.04,163.17
59217.64,162.51
59219.24,161.59
59220.84,160.48
59222.44,159.29
59224.04,158.19
59225.64,157.36
59227.24,156.93
59228.84,157.00
59230.44,157.58
59232.04,158.63
59233.64,160.03
59235.24,161.64
59236.84,163.31
59238.44,164.91
59240.04,166.35
59241.64,167.59
59243.24,168.63
59244.84,169.49
59246.44,170.20
59248.04,170.76
59249.64,171.15
59251.24,171.33
59252.84,171.23
59254.44,170.81
59256.04,170.05
59257.64,168.97
59259.24,167.66
59260.84,166.22
59262.44,164.79
59264.04,163.47
59265.64,162.37
59267.24,161.52
59268.84,160.90
59270.44,160.44
59272.04,160.07
59273.64,159.68
59275.24,159.23
59276.84,158.69
59278.44,158.11
59280.04,157.58
59281.64,157.24
59283.24,157.22
59284.84,157.65
59286.44,158.61
59288.04,160.12
59289.64,162.10
59291.24,164.44
59292.84,166.94
59294.44,169.40
59296.04,171.59
59297.64,173.34
59299.24,174.54
59300.84,175.17
59302.44,175.31
59304.04,175.14
59305.64,174.90
59307.24,174.87
59308.84,175.31
59310.44,176.40
59312.04,178.25
59313.64,180.81
59315.24,183.92
59316.84,187.30
59318.44,190.62
59320.04,193.56
59321.64,195.87
59323.24,197.44
59324.84,198.31
59326.43,198.68
59328.04,198.86
59329.64,199.21
59331.24,200.08
59332.83,201.67
59334.43,204.03
59336.04,207.00
59337.64,210.23
59339.24,213.27
59340.83,215.61
59342.43,216.80
59344.04,216.57
59345.64,214.84
59347.23,211.80
59348.83,207.83
59350.43,203.45
59352.03,199.25
59353.63,195.75
59355.23,193.31
59356.83,192.07
59358.43,191.96
59360.03,192.69
59361.63,193.82
59363.23,194.88
59364.83,195.42
59366.43,195.16
59368.03,193.98
59369.63,191.98
59371.23,189.49
59372.83,186.95
59374.43,184.89
59376.03,183.79
59377.63,184.04
59379.23,185.85
59380.83,189.20
59382.43,193.84
59384.03,199.31
59385.63,205.03
59387.23,210.34
59388.83,214.63
59390.43,217.40
59392.03,218.37
59393.63,217.52
59395.23,215.04
59396.83,211.39
59398.43,207.13
59400.03,202.92
59401.63,199.35
59403.23,196.87
59404.83,195.75
59406.43,196.03
59408.03,197.53
59409.63,199.94
59411.23,202.82
59412.83,205.76
59414.43,208.38
59416.03,210.42
59417.63,211.76
59419.23,212.37
59420.83,212.35
59422.43,211.82
59424.03,210.94
59425.63,209.87
59427.23,208.76
59428.83,207.72
59430.43,206.87
59432.03,206.33
59433.63,206.18
59435.23,206.51
59436.83,207.37
59438.43,208.75
59440.03,210.59
59441.63,212.75
59443.23,215.04
59444.83,217.26
59446.43,219.21
59448.03,220.72
59449.63,221.72
59451.23,222.19
59452.83,222.24
59454.43,221.98
59456.03,221.60
59457.63,221.24
59459.23,221.00
59460.83,220.91
59462.43,220.91
59464.03,220.86
59465.63,220.58
59467.23,219.91
59468.83,218.69
59470.43,216.84
59472.03,214.40
59473.63,211.51
59475.23,208.39
59476.83,205.36
59478.43,202.73
59480.03,200.81
59481.63,199.81
59483.23,199.83
59484.83,200.83
59486.43,202.62
59488.03,204.92
59489.63,207.37
59491.23,209.59
59492.83,211.26
59494.43,212.16
59496.03,212.19
59497.63,211.40
59499.23,209.95
59500.83,208.10
59502.43,206.12
59504.03,204.28
59505.63,202.80
59507.23,201.79
59508.83,201.30
59510.43,201.31
59512.03,201.75
59513.63,202.58
59515.23,203.76
59516.83,205.31
59518.43,207.27
59520.03,209.69
59521.63,212.60
59523.23,215.95
59524.83,219.58
59526.43,223.25
59528.03,226.62
59529.63,229.33
59531.23,231.02
59532.83,231.42
59534.43,230.42
59536.03,228.06
59537.62,224.58
59539.22,220.35
59540.82,215.84
59542.43,211.54
59544.03,207.87
59545.62,205.16
59547.22,203.56
59548.82,203.10
59550.43,203.66
59552.03,205.02
59553.62,206.94
59555.22,209.20
59556.82,211.62
59558.42,214.08
59560.02,216.52
59561.62,218.91
59563.22,221.21
59564.82,223.35
59566.42,225.21
59568.02,226.60
59569.62,227.32
59571.22,227.20
59572.82,226.12
59574.42,224.11
59576.02,221.30
59577.62,218.02
59579.22,214.68
59580.82,211.74
59582.42,209.63
59584.02,208.66
59585.62,208.95
59587.22,210.37
59588.82,212.59
59590.42,215.09
59592.02,217.28
59593.62,218.62
59595.22,218.68
59596.82,217.28
59598.42,214.54
59600.02,210.80
59601.62,206.63
59603.22,202.70
59604.82,199.64
59606.42,197.94
59608.02,197.85
59609.62,199.33
59611.22,202.08
59612.82,205.59
59614.42,209.27
59616.02,212.52
59617.62,214.87
59619.22,216.07
59620.82,216.08
59622.42,215.09
59624.02,213.46
59625.62,211.62
59627.22,209.96
59628.82,208.82
59630.42,208.36
59632.02,208.60
59633.62,209.40
59635.22,210.54
59636.82,211.78
59638.42,212.90
59640.02,213.76
59641.62,214.31
59643.22,214.62
59644.82,214.80
59646.42,215.02
59648.02,215.41
59649.62,216.07
59651.22,217.06
59652.82,218.37
59654.42,219.94
59656.02,221.72
59657.62,223.66
59659.22,225.73
59660.82,227.95
59662.42,230.34
59664.02,232.94
59665.62,235.81
59667.22,238.93
59668.82,242.29
59670.42,245.84
59672.02,249.53
59673.62,253.31
59675.22,257.16
59676.82,261.08
59678.42,265.12
59680.02,269.35
59681.62,273.82
59683.22,278.54
59684.82,283.50
59686.42,288.61
59688.02,293.73
59689.62,298.71
59691.22,303.41
59692.82,307.73
59694.42,311.64
59696.02,315.22
59697.62,318.58
59699.22,321.91
59700.82,325.36
59702.42,329.06
59704.02,333.01
59705.62,337.11
59707.22,341.16
59708.82,344.87
59710.42,347.93
59712.02,350.13
59713.62,351.33
59715.22,351.61
59716.82,351.21
59718.42,350.54
59720.02,350.10
59721.62,350.39
59723.22,351.80
59724.82,354.51
59726.42,358.46
59728.02,363.31
59729.62,368.51
59731.22,373.40
59732.82,377.30
59734.42,379.70
59736.02,380.31
59737.62,379.17
59739.22,376.63
59740.82,373.30
59742.42,369.91
59744.02,367.23
59745.62,365.86
59747.22,366.14
59748.82,368.10
59750.42,371.44
59752.01,375.56
59753.61,379.74
59755.21,383.19
59756.82,385.29
59758.42,385.62
59760.01,384.10
59761.61,380.95
59763.21,376.70
59764.82,372.04
59766.42,367.74
59768.01,364.47
59769.61,362.76
59771.21,362.84
59772.81,364.70
59774.41,368.02
59776.01,372.31
59777.61,376.96
59779.21,381.36
59780.81,384.99
59782.41,387.47
59784.01,388.64
59785.61,388.55
59787.21,387.40
59788.81,385.55
59790.41,383.40
59792.01,381.36
59793.61,379.75
59795.21,378.75
59796.81,378.39
59798.41,378.52
59800.01,378.86
59801.61,379.06
59803.21,378.74
59804.81,377.59
59806.41,375.45
59808.01,372.36
59809.61,368.57
59811.21,364.51
59812.81,360.74
59814.41,357.88
59816.01,356.45
59817.61,356.80
59819.21,359.04
59820.81,363.01
59822.41,368.29
59824.01,374.25
59825.61,380.18
59827.21,385.38
59828.81,389.26
59830.41,391.46
59832.01,391.83
59833.61,390.51
59835.21,387.81
59836.81,384.20
59838.41,380.19
59840.01,376.27
59841.61,372.82
59843.21,370.10
59844.81,368.20
59846.41,367.10
59848.01,366.69
59849.61,366.80
59851.21,367.30
59852.81,368.06
59854.41,369.05
59856.01,370.28
59857.61,371.80
59859.21,373.65
59860.81,375.87
59862.41,378.41
59864.01,381.17
59865.61,383.96
59867.21,386.54
59868.81,388.63
59870.41,389.98
59872.01,390.40
59873.61,389.76
59875.21,388.05
59876.81,385.37
59878.41,381.92
59880.01,377.95
59881.61,373.75
59883.21,369.61
59884.81,365.78
59886.41,362.47
59888.01,359.81
59889.61,357.91
59891.21,356.82
59892.81,356.57
59894.41,357.18
59896.01,358.64
59897.61,360.90
59899.21,363.83
59900.81,367.23
59902.41,370.79
59904.01,374.12
59905.61,376.78
59907.21,378.36
59908.81,378.52
59910.41,377.12
59912.01,374.24
59913.61,370.20
59915.21,365.52
59916.81,360.89
59918.41,356.97
59920.01,354.35
59921.61,353.39
59923.21,354.15
59924.81,356.41
59926.41,359.66
59928.01,363.28
59929.61,366.58
59931.21,369.02
59932.81,370.27
59934.41,370.28
59936.01,369.26
59937.61,367.62
59939.21,365.89
59940.81,364.52
59942.41,363.84
59944.01,363.91
59945.61,364.57
59947.21,365.43
59948.81,366.01
59950.41,365.83
59952.01,364.54
59953.61,362.05
59955.21,358.55
59956.81,354.49
59958.41,350.53
59960.01,347.40
59961.61,345.78
59963.21,346.16
59964.81,348.73
59966.40,353.38
59968.00,359.68
59969.61,366.95
59971.21,374.42
59972.81,381.31
59974.40,386.98
59976.00,391.03
59977.61,393.37
59979.21,394.18
59980.81,393.88
59982.40,393.05
59984.00,392.28
59985.60,392.05
59987.20,392.68
59988.80,394.22
59990.40,396.47
59992.00,399.04
59993.60,401.40
59995.20,403.03
59996.80,403.47
59998.40,402.50
60000.00,400.09
60001.60,396.46
60003.20,392.05
60004.80,387.38
60006.40,383.02
60008.00,379.44
60009.60,377.01
60011.20,375.88
60012.80,376.05
60014.40,377.38
60016.00,379.61
60017.60,382.46
60019.20,385.62
60020.80,388.81
60022.40,391.73
60024.00,394.13
60025.60,395.72
60027.20,396.27
60028.80,395.57
60030.40,393.50
60032.00,390.09
60033.60,385.53
60035.20,380.18
60036.80,374.56
60038.40,369.26
60040.00,364.84
60041.60,361.78
60043.20,360.32
60044.80,360.49
60046.40,362.07
60048.00,364.64
60049.60,367.72
60051.20,370.81
60052.80,373.53
60054.40,375.66
60056.00,377.15
60057.60,378.07
60059.20,378.59
60060.80,378.88
60062.40,379.04
60064.00,379.07
60065.60,378.87
60067.20,378.28
60068.80,377.12
60070.40,375.28
60072.00,372.74
60073.60,369.61
60075.20,366.13
60076.80,362.60
60078.40,359.34
60080.00,356.63
60081.60,354.67
60083.20,353.55
60084.80,353.24
60086.40,353.61
60088.00,354.50
60089.60,355.70
60091.20,357.02
60092.80,358.27
60094.40,359.34
60096.00,360.12
60097.60,360.53
60099.20,360.54
60100.80,360.15
60102.40,359.39
60104.00,358.38
60105.60,357.26
60107.20,356.22
60108.80,355.47
60110.40,355.19
60112.00,355.50
60113.60,356.42
60115.20,357.87
60116.80,359.66
60118.40,361.53
60120.00,363.21
60121.60,364.45
60123.20,365.11
60124.80,365.16
60126.40,364.70
60128.00,363.97
60129.60,363.25
60131.20,362.84
60132.80,362.98
60134.40,363.81
60136.00,365.33
60137.60,367.40
60139.20,369.80
60140.80,372.22
60142.40,374.36
60144.00,376.00
60145.60,376.97
60147.20,377.23
60148.80,376.87
60150.40,376.02
60152.00,374.89
60153.60,373.70
60155.20,372.63
60156.80,371.80
60158.40,371.29
60160.00,371.10
60161.60,371.17
60163.20,371.42
60164.80,371.75
60166.40,372.06
60168.00,372.25
60169.60,372.28
60171.20,372.15
60172.79,371.87
60174.39,371.54
60176.00,371.26
60177.60,371.16
60179.19,371.38
60180.79,372.01
60182.39,373.10
60184.00,374.59
60185.60,376.36
60187.19,378.20
60188.79,379.82
60190.39,380.91
60192.00,381.20
60193.60,380.48
60195.19,378.67
60196.79,375.84
60198.39,372.21
60199.99,368.13
60201.59,364.05
60203.19,360.45
60204.79,357.76
60206.39,356.31
60207.99,356.27
60209.59,357.64
60211.19,360.23
60212.79,363.70
60214.39,367.59
60215.99,371.41
60217.59,374.67
60219.19,376.98
60220.79,378.09
60222.39,377.95
60223.99,376.66
60225.59,374.52
60227.19,371.98
60228.79,369.53
60230.39,367.66
60231.99,366.78
60233.59,367.12
60235.19,368.71
60236.79,371.35
60238.39,374.63
60239.99,378.00
60241.59,380.89
60243.19,382.78
60244.79,383.33
60246.39,382.45
60247.99,380.34
60249.59,377.46
60251.19,374.42
60252.79,371.92
60254.39,370.55
60255.99,370.67
60257.59,372.36
60259.19,375.36
60260.79,379.12
60262.39,382.93
60263.99,386.06
60265.59,387.88
60267.19,388.07
60268.79,386.62
60270.39,383.89
60271.99,380.48
60273.59,377.11
60275.19,374.49
60276.79,373.10
60278.39,373.14
60279.99,374.46
60281.59,376.63
60283.19,379.04
60284.79,381.06
60286.39,382.22
60287.99,382.33
60289.59,381.49
60291.19,380.14
60292.79,378.87
60294.39,378.34
60295.99,379.03
60297.59,381.16
60299.19,384.58
60300.79,388.81
60302.39,393.11
60303.99,396.67
60305.59,398.79
60307.19,399.06
60308.79,397.49
60310.39,394.48
60311.99,390.83
60313.59,387.48
60315.19,385.40
60316.79,385.33
60318.39,387.62
60319.99,392.15
60321.59,398.34
60323.19,405.27
60324.79,411.84
60326.39,417.03
60327.99,420.05
60329.59,420.55
60331.19,418.60
60332.79,414.71
60334.39,409.70
60335.99,404.49
60337.59,399.92
60339.19,396.60
60340.79,394.79
60342.39,394.41
60343.99,395.06
60345.59,396.15
60347.19,397.09
60348.79,397.40
60350.39,396.80
60351.99,395.29
60353.59,393.10
60355.19,390.64
60356.79,388.34
60358.39,386.61
60359.99,385.71
60361.59,385.72
60363.19,386.55
60364.79,387.96
60366.39,389.65
60367.99,391.33
60369.59,392.75
60371.19,393.78
60372.79,394.36
60374.39,394.50
60375.99,394.25
60377.59,393.68
60379.19,392.81
60380.79,391.66
60382.39,390.25
60383.99,388.57
60385.58,386.72
60387.18,384.83
60388.79,383.11
60390.39,381.83
60391.99,381.32
60393.58,381.83
60395.18,383.59
60396.79,386.64
60398.39,390.91
60399.99,396.11
60401.58,401.82
60403.18,407.49
60404.79,412.56
60406.38,416.50
60407.98,418.91
60409.58,419.61
60411.18,418.62
60412.78,416.25
60414.38,412.97
60415.98,409.36
60417.58,406.03
60419.18,403.49
60420.78,402.04
60422.38,401.75
60423.98,402.43
60425.58,403.66
60427.18,404.91
60428.78,405.62
60430.38,405.36
60431.98,403.88
60433.58,401.20
60435.18,397.60
60436.78,393.56
60438.38,389.70
60439.98,386.62
60441.58,384.83
60443.18,384.65
60444.78,386.13
60446.38,389.14
60447.98,393.31
60449.58,398.19
60451.18,403.26
60452.78,408.06
60454.38,412.23
60455.98,415.50
60457.58,417.77
60459.18,419.03
60460.78,419.40
60462.38,419.04
60463.98,418.17
60465.58,417.06
60467.18,415.95
60468.78,415.09
60470.38,414.68
60471.98,414.86
60473.58,415.69
60475.18,417.09
60476.78,418.91
60478.38,420.88
60479.98,422.69
60481.58,423.98
60483.18,424.47
60484.78,423.94
60486.38,422.33
60487.98,419.71
60489.58,416.34
60491.18,412.58
60492.78,408.84
60494.38,405.56
60495.98,403.10
60497.58,401.68
60499.18,401.36
60500.78,402.03
60502.38,403.43
60503.98,405.20
60505.58,406.97
60507.18,408.41
60508.78,409.28
60510.38,409.50
60511.98,409.14
60513.58,408.39
60515.18,407.54
60516.78,406.89
60518.38,406.72
60519.98,407.25
60521.58,408.56
60523.18,410.62
60524.78,413.29
60526.38,416.30
60527.98,419.37
60529.58,422.15
60531.18,424.36
60532.78,425.74
60534.38,426.13
60535.98,425.48
60537.58,423.84
60539.18,421.36
60540.78,418.31
60542.38,414.97
60543.98,411.69
60545.58,408.77
60547.18,406.50
60548.78,405.08
60550.38,404.62
60551.98,405.15
60553.58,406.58
60555.18,408.77
60556.78,411.47
60558.38,414.39
60559.98,417.22
60561.58,419.63
60563.18,421.31
60564.78,422.06
60566.38,421.73
60567.98,420.37
60569.58,418.12
60571.18,415.32
60572.78,412.40
60574.38,409.85
60575.98,408.11
60577.58,407.53
60579.18,408.24
60580.78,410.13
60582.38,412.85
60583.98,415.85
60585.58,418.45
60587.18,420.03
60588.78,420.11
60590.38,418.47
60591.98,415.22
60593.58,410.76
60595.18,405.75
60596.78,400.95
60598.38,397.08
60599.97,394.67
60601.57,393.99
60603.18,394.96
60604.78,397.24
60606.38,400.31
60607.97,403.58
60609.57,406.55
60611.18,408.89
60612.78,410.49
60614.38,411.42
60615.97,411.91
60617.57,412.20
60619.17,412.46
60620.77,412.76
60622.37,413.00
60623.97,412.99
60625.57,412.51
60627.17,411.41
60628.77,409.70
60630.37,407.54
60631.97,405.29
60633.57,403.37
60635.17,402.20
60636.77,402.07
60638.37,403.05
60639.97,404.96
60641.57,407.40
60643.17,409.81
60644.77,411.64
60646.37,412.44
60647.97,411.99
60649.57,410.36
60651.17,407.92
60652.77,405.21
60654.37,402.91
60655.97,401.61
60657.57,401.74
60659.17,403.45
60660.77,406.59
60662.37,410.76
60663.97,415.33
60665.57,419.64
60667.17,423.07
60668.77,425.17
60670.37,425.72
60671.97,424.78
60673.57,422.62
60675.17,419.68
60676.77,416.48
60678.37,413.49
60679.97,411.07
60681.57,409.42
60683.17,408.55
60684.77,408.31
60686.37,408.44
60687.97,408.68
60689.57,408.79
60691.17,408.66
60692.77,408.33
60694.37,407.97
60695.97,407.81
60697.57,408.15
60699.17,409.19
60700.77,411.03
60702.37,413.59
60703.97,416.65
60705.57,419.83
60707.17,422.71
60708.77,424.90
60710.37,426.13
60711.97,426.27
60713.57,425.41
60715.17,423.82
60716.77,421.89
60718.37,420.05
60719.97,418.70
60721.57,418.10
60723.17,418.32
60724.77,419.28
60726.37,420.68
60727.97,422.15
60729.57,423.26
60731.17,423.64
60732.77,423.04
60734.37,421.39
60735.97,418.80
60737.57,415.56
60739.17,412.06
60740.77,408.77
60742.37,406.09
60743.97,404.36
60745.57,403.73
60747.17,404.19
60748.77,405.53
60750.37,407.43
60751.97,409.50
60753.57,411.33
60755.17,412.63
60756.77,413.23
60758.37,413.12
60759.97,412.44
60761.57,411.45
60763.17,410.44
60764.77,409.67
60766.37,409.30
60767.97,409.35
60769.57,409.68
60771.17,410.05
60772.77,410.18
60774.37,409.79
60775.97,408.71
60777.57,406.91
60779.17,404.52
60780.77,401.76
60782.37,398.92
60783.97,396.28
60785.57,394.04
60787.17,392.24
60788.77,390.83
60790.37,389.68
60791.97,388.60
60793.57,387.50
60795.17,386.39
60796.77,385.40
60798.37,384.81
60799.97,384.95
60801.57,386.09
60803.17,388.40
60804.77,391.80
60806.37,396.01
60807.97,400.50
60809.57,404.60
60811.17,407.63
60812.76,409.02
60814.36,408.42
60815.96,405.85
60817.57,401.63
60819.17,396.42
60820.76,391.05
60822.36,386.43
60823.96,383.36
60825.57,382.41
60827.17,383.84
60828.76,387.51
60830.36,392.99
60831.96,399.58
60833.56,406.49
60835.16,412.93
60836.76,418.28
60838.36,422.17
60839.96,424.50
60841.56,425.45
60843.16,425.41
60844.76,424.88
60846.36,424.39
60847.96,424.37
60849.56,425.11
60851.16,426.74
60852.76,429.20
60854.36,432.33
60855.96,435.88
60857.56,439.61
60859.16,443.27
60860.76,446.71
60862.36,449.80
60863.96,452.48
60865.56,454.68
60867.16,456.34
60868.76,457.40
60870.36,457.80
60871.96,457.51
60873.56,456.57
60875.16,455.09
60876.76,453.30
60878.36,451.50
60879.96,450.05
60881.56,449.25
60883.16,449.32
60884.76,450.32
60886.36,452.11
60887.96,454.36
60889.56,456.59
60891.16,458.25
60892.76,458.88
60894.36,458.14
60895.96,455.95
60897.56,452.53
60899.16,448.32
60900.76,443.98
60902.36,440.22
60903.96,437.71
60905.56,436.92
60907.16,438.02
60908.76,440.89
60910.36,445.09
60911.96,449.98
60913.56,454.80
60915.16,458.81
60916.76,461.46
60918.36,462.40
60919.96,461.63
60921.56,459.38
60923.16,456.14
60924.76,452.51
60926.36,449.12
60927.96,446.52
60929.56,445.08
60931.16,444.96
60932.76,446.12
60934.36,448.28
60935.96,451.08
60937.56,454.02
60939.16,456.66
60940.76,458.58
60942.36,459.49
60943.96,459.23
60945.56,457.82
60947.16,455.44
60948.76,452.39
60950.36,449.12
60951.96,446.12
60953.56,443.89
60955.16,442.85
60956.76,443.26
60958.36,445.17
60959.96,448.37
60961.56,452.39
60963.16,456.56
60964.76,460.08
60966.36,462.19
60967.96,462.28
60969.56,460.04
60971.16,455.54
60972.76,449.25
60974.36,442.01
60975.96,434.89
60977.56,429.04
60979.16,425.47
60980.76,424.90
60982.36,427.63
60983.96,433.46
60985.56,441.79
60987.16,451.66
60988.76,461.98
60990.36,471.67
60991.96,479.87
60993.56,486.06
60995.16,490.11
60996.76,492.28
60998.36,493.12
60999.96,493.35
61001.56,493.68
61003.16,494.71
61004.76,496.82
61006.36,500.07
61007.96,504.29
61009.56,509.05
61011.16,513.83
61012.76,518.04
61014.36,521.21
61015.96,522.99
61017.56,523.23
61019.16,522.02
61020.75,519.62
61022.36,516.43
61023.96,512.96
61025.56,509.71
61027.15,507.13
61028.75,505.55
61030.36,505.15
61031.96,505.95
61033.56,507.78
61035.15,510.38
61036.75,513.36
61038.36,516.36
61039.96,519.05
61041.55,521.20
61043.15,522.70
61044.75,523.60
61046.35,524.03
61047.95,524.19
61049.55,524.28
61051.15,524.45
61052.75,524.77
61054.35,525.21
61055.95,525.67
61057.55,526.00
61059.15,526.09
61060.75,525.87
61062.35,525.36
61063.95,524.67
61065.55,523.99
61067.15,523.49
61068.75,523.33
61070.35,523.58
61071.95,524.21
61073.55,525.11
61075.15,526.11
61076.75,527.02
61078.35,527.72
61079.95,528.19
61081.55,528.51
61083.15,528.85
61084.75,529.45
61086.35,530.51
61087.95,532.14
61089.55,534.34
61091.15,536.92
61092.75,539.54
61094.35,541.77
61095.95,543.19
61097.55,543.46
61099.15,542.40
61100.75,540.12
61102.35,536.93
61103.95,533.40
61105.55,530.16
61107.15,527.86
61108.75,526.98
61110.35,527.70
61111.95,529.87
61113.55,532.99
61115.15,536.28
61116.75,538.87
61118.35,539.92
61119.95,538.83
61121.55,535.40
61123.15,529.87
61124.75,522.87
61126.35,515.36
61127.95,508.40
61129.55,502.95
61131.15,499.73
61132.75,499.03
61134.35,500.71
61135.95,504.29
61137.55,509.00
61139.15,514.02
61140.75,518.64
61142.35,522.32
61143.95,524.84
61145.55,526.21
61147.15,526.63
61148.75,526.38
61150.35,525.71
61151.95,524.77
61153.55,523.58
61155.15,522.11
61156.75,520.26
61158.35,518.00
61159.95,515.39
61161.55,512.61
61163.15,509.94
61164.75,507.65
61166.35,506.00
61167.95,505.11
61169.55,504.94
61171.15,505.33
61172.75,506.05
61174.35,506.84
61175.95,507.52
61177.55,508.07
61179.15,508.61
61180.75,509.38
61182.35,510.69
61183.95,512.80
61185.55,515.86
61187.15,519.82
61188.75,524.42
61190.35,529.23
61191.95,533.73
61193.55,537.38
61195.15,539.76
61196.75,540.62
61198.35,539.98
61199.95,538.06
61201.55,535.33
61203.15,532.36
61204.75,529.73
61206.35,527.97
61207.95,527.46
61209.55,528.33
61211.15,530.51
61212.75,533.67
61214.35,537.32
61215.95,540.84
61217.55,543.56
61219.15,544.90
61220.75,544.40
61222.35,541.84
61223.95,537.29
61225.55,531.10
61227.15,523.95
61228.75,516.71
61230.35,510.38
61231.94,505.93
61233.54,504.13
61235.14,505.41
61236.75,509.71
61238.35,516.49
61239.94,524.72
61241.54,533.03
61243.14,539.90
61244.75,543.91
61246.35,544.02
61247.94,539.74
61249.54,531.29
61251.14,519.60
61252.75,506.18
61254.34,492.90
61255.94,481.68
61257.54,474.20
61259.14,471.55
61260.74,474.08
61262.34,481.34
61263.94,492.12
61265.54,504.72
61267.14,517.20
61268.74,527.72
61270.34,534.91
61271.94,538.00
61273.54,537.00
61275.14,532.66
61276.74,526.22
61278.34,519.28
61279.94,513.38
61281.54,509.80
61283.14,509.32
61284.74,512.09
61286.34,517.68
61287.94,525.18
61289.54,533.40
61291.14,541.09
61292.74,547.21
