4.564523356442932140e+02,8.973836219427100414e-03
4.579420611634761826e+02,1.075768355174479968e-02
4.594323857358679106e+02,1.843887691553899866e-02
4.609236687933933467e+02,3.555582392968929806e-02
4.624156707147690781e+02,5.974958618160990109e-02
4.639077924467865728e+02,8.512281763982260108e-02
4.654008726639378892e+02,1.199318027483932958e-01
4.668939528810892057e+02,1.547407878569657114e-01
4.683877519620908174e+02,1.966265882033048917e-01
4.697594160749200114e+02,2.581395016308256074e-01
4.711330131327690651e+02,3.386811849199009017e-01
4.725058114530065723e+02,4.113597401670148201e-01
4.737553885219202243e+02,4.929715543582364745e-01
4.748816684594366961e+02,5.827696303295795133e-01
4.758838245721282760e+02,6.726156305576118655e-01
4.767619167653156751e+02,7.630992896454813490e-01
4.775145672166191844e+02,8.406567117207970341e-01
4.782698535020406325e+02,9.441624563345988319e-01
4.790229831959110243e+02,1.026437755235095395e+00
4.797780298600490028e+02,1.127584561436306032e+00
4.804083536461533868e+02,1.222881945862733133e+00
4.809134753116572938e+02,1.307612031689195931e+00
4.814193158410116098e+02,1.399418932753427214e+00
4.819251563703658121e+02,1.491225833817658497e+00
4.824299186039444862e+02,1.572417512025237940e+00
4.829357591332988022e+02,1.664224413089469223e+00
4.835669215938951879e+02,1.767778081959960446e+00
4.839488779197080248e+02,1.861991845693470315e+00
4.844545387330996959e+02,1.952029542948258367e+00
4.850050486633762716e+02,2.076255872433366179e+00
4.854717909866482728e+02,2.190488663169427141e+00
4.859366163396526872e+02,2.285849946604773031e+00
4.865295192686589871e+02,2.420085789591155390e+00
4.869982983728402814e+02,2.554369556834227062e+00
4.875070143575958355e+02,2.674483718849531400e+00
4.878901687898258501e+02,2.780492174645988968e+00
4.882740420859061032e+02,2.893577445680215021e+00
4.887399457346861027e+02,2.999553951972212751e+00
4.892903957596418536e+02,3.123190546854172744e+00
4.895897226795462984e+02,3.218615729298436978e+00
4.900556263283262410e+02,3.324592235590435152e+00
4.903132192080305458e+02,3.416494985168045950e+00
4.908208568970106853e+02,3.525993924326697559e+00
4.913322686212050598e+02,3.672646143483634162e+00
4.915918383764977762e+02,3.784010134965106964e+00
4.921001949293282109e+02,3.900585889361527947e+00
4.924002407130831216e+02,4.003087887043561111e+00
4.928245301323045169e+02,4.106721429675198820e+00
4.932516950069273776e+02,4.238662233257911360e+00
4.936342503859488033e+02,4.338773343022895190e+00
4.939335773058533050e+02,4.434198525467159868e+00
4.943991215227080147e+02,4.536636624140273355e+00
4.945307934179614904e+02,4.610895259880151364e+00
4.951722595937461620e+02,4.815883280491988216e+00
4.956820538742773010e+02,4.946612665363945283e+00
4.959400061859067250e+02,5.042053822560439436e+00
4.964480033068119837e+02,5.155091169337976176e+00
4.968311577390419416e+02,5.261099625134433744e+00
4.972125150116460759e+02,5.349416042836470098e+00
4.974697484594252614e+02,5.437780384795195765e+00
4.979361313507720865e+02,5.548474767912372485e+00
4.984918530439636584e+02,5.724008007871300485e+00
4.987490864917427871e+02,5.812372349830026153e+00
4.993804885736226993e+02,5.918284957113105982e+00
4.997643618697030092e+02,6.031370228147331147e+00
5.002285881694987779e+02,6.120834165551203299e+00
5.007796372476631745e+02,6.250368106464636142e+00
5.010372301273675362e+02,6.342270856042246052e+00
5.014175091041961423e+02,6.419972050887630566e+00
5.016736642561997996e+02,6.497721169989704393e+00
5.020568186884297575e+02,6.603729625786161961e+00
5.026877415277427303e+02,6.704924356244061912e+00
5.030695780429137471e+02,6.797958650771277256e+00
5.035746997084176542e+02,6.882688736597740942e+00
5.040805402377719133e+02,6.974495637661972225e+00
5.045860213352009964e+02,7.062764131107320154e+00
5.050918618645552556e+02,7.154571032171551437e+00
5.055977023939095147e+02,7.246377933235782720e+00
5.062276667480887227e+02,7.338136910043326466e+00
5.069824737909431747e+02,7.436924777831947608e+00
5.077360827273805626e+02,7.523917953557622162e+00
